request_id,url,payload,detected_language,label,is_unsafe,payload_length,num_special_chars,url_depth,lang_match,precision_m1,recall_m1,fpr_m1,fnr_m1
bc72dc7e,http://localhost:8080/tienda1/publico/caracteristicas.jsp,modo=entrar&login=mariele&pwd=De%24liCtIvo&remember=off&B1=Entrar,javascript,0,0,65,0,5,1,1.0,1.0,0.0,0.0
03c32d9a,http://localhost:8080/tienda1/publico/caracteristicas.jsp,modo=entrar&login=zhiyong&pwd=cha%249i74r0&remember=off&B1=Entrar,javascript,0,0,65,0,5,1,1.0,1.0,0.0,0.0
088e6e3b,http://localhost:8080/tienda1/publico/caracteristicas.jsp,modo=entrar&login=delila&pwd=ipe%24cacuana&remember=off&B1=Entrar,javascript,0,0,65,0,5,1,1.0,1.0,0.0,0.0
96fa6f59,http://localhost:8080/tienda1/publico/caracteristicas.jsp,modo=entrar&login=conroy7&pwd=nordes%21tal&remember=off&B1=Entrar,javascript,0,0,65,0,5,1,1.0,1.0,0.0,0.0
8d601aa7,http://localhost:8080/tienda1/publico/caracteristicas.jsp,modo=entrar&login=raudres&pwd=s%21u2ceP7ivo&remember=off&B1=Entrar,javascript,0,0,66,0,5,1,1.0,1.0,0.0,0.0
7152ecd7,http://localhost:8080/tienda1/publico/caracteristicas.jsp,modo=entrar&login=krystall&pwd=EnSaCad%24oRa&remember=on&B1=Entrar,javascript,0,0,66,0,5,1,1.0,1.0,0.0,0.0
b73e98c5,http://localhost:8080/tienda1/publico/caracteristicas.jsp,modo=entrar&login=guillory&pwd=Arme%21LlUElA&remember=on&B1=Entrar,javascript,0,0,66,0,5,1,1.0,1.0,0.0,0.0
173322e2,http://localhost:8080/tienda1/publico/caracteristicas.jsp,modo=entrar&login=jehovah&pwd=%24amarulencia&remember=off&B1=Entrar,javascript,0,0,67,0,5,1,1.0,1.0,0.0,0.0
1c515a5c,http://localhost:8080/tienda1/publico/caracteristicas.jsp,modo=entrar&login=clipsham5&pwd=lIMpi%24a%FA%F1as&remember=off&B1=Entrar,txt,0,0,72,0,5,0,1.0,1.0,0.0,0.0
7ff0360e,http://localhost:8080/tienda1/publico/caracteristicas.jsp,modo=entrar&login=fadlalla&pwd=F09%24M3nATriz&remember=off&B1=Entrar,javascript,0,0,68,0,5,1,1.0,1.0,0.0,0.0
12de6980,http://localhost:8080/tienda1/publico/caracteristicas.jsp,modo=entrar&login=lehar&pwd=78102d84%21am1nte&remember=off&B1=Entrar,javascript,0,0,68,0,5,1,1.0,1.0,0.0,0.0
dd201e77,http://localhost:8080/tienda1/publico/caracteristicas.jsp,modo=entrar&login=ursala&pwd=plu1bagin%E1%21ceo&remember=off&B1=Entrar,javascript,0,0,70,0,5,1,1.0,1.0,0.0,0.0
90b9bbb3,http://localhost:8080/tienda1/publico/caracteristicas.jsp,modo=entrar&login=smithdea&pwd=lucembu%24rgu%E9s&remember=off&B1=Entrar,javascript,0,0,71,0,5,1,1.0,1.0,0.0,0.0
119b49bd,http://localhost:8080/tienda1/publico/caracteristicas.jsp,modo=entrar&login=smithdea&pwd=lucembu%24rgu%E9s&remember=off&B1=Entrar,javascript,0,0,71,0,5,1,1.0,1.0,0.0,0.0
a04e4a9f,http://localhost:8080/tienda1/publico/caracteristicas.jsp,modo=entrar&login=leanne&pwd=%24embrutecimiento&remember=off&B1=Entrar,javascript,0,0,70,0,5,1,1.0,1.0,0.0,0.0
380d7019,http://localhost:8080/tienda1/miembros/fotos.jsp,modo=registro&login=eva&password=animador%21a&nombre=Alonso&apellidos=Chanes+Galvan&email=congregation%40saludyfitness.pm&dni=08109487D&direccion=C%2F+Era+Val+D%27aran+S%2FN%2C+7%3FE&ciudad=Benabarre&cp=43440&provincia=Salamanca&ntc=3685717385941815&B1=Registrar,javascript,0,0,262,0,5,1,1.0,1.0,0.0,0.0
5fe0f5d9,http://localhost:8080/tienda1/publico/caracteristicas.jsp,modo=entrar&login=clarette&pwd=78102d84%21am1nte&remember=off&B1=Entrar,javascript,0,0,71,0,5,1,1.0,1.0,0.0,0.0
f767dd3a,http://localhost:8080/tienda1/publico/vaciar.jsp,modo=registro&login=ezri&password=mo%21ralidad&nombre=Isaciar&apellidos=Foixenc+Illanes&email=renan1%40fichajes.nom.sd&dni=75730563G&direccion=C%2F+Echegaray+S%2FN%2C+&ciudad=Chueca&cp=23628&provincia=Alicante&ntc=0106099240126772&B1=Registrar,javascript,0,0,243,0,5,1,1.0,1.0,0.0,0.0
d3654629,http://localhost:8080/tienda1/miembros/fotos.jsp,modo=registro&login=ilya&password=papali%24no&nombre=Nedar&apellidos=Casasnova+Vadal%E1&email=klee8%40farma-job.fj&dni=86090489V&direccion=C%2F+Zilbetiko+Monasterioaren%2C+S%2FN%2C+&ciudad=Pont+de+Bar%2C+El&cp=17467&provincia=Huesca&ntc=7110252413473830&B1=Registrar,javascript,0,0,266,0,5,1,1.0,1.0,0.0,0.0
2cc91627,http://localhost:8080/tienda1/miembros/fotos.jsp,modo=registro&login=irissou&password=ceg.ama&nombre=No%E9&apellidos=Esp%EDndola+Pavajeau&email=heal%40quadernideilgarda.gob&dni=19187311K&direccion=Hartzenbusch+98+&ciudad=Sagunto%2FSagunt&cp=45314&provincia=Baleares+%28Illes%29&ntc=8622247853302054&B1=Registrar,javascript,0,0,262,0,5,1,1.0,1.0,0.0,0.0
1cb31556,http://localhost:8080/tienda1/miembros/fotos.jsp,modo=registro&login=janeva&password=dEsCONSolaR&nombre=L%E1zaro&apellidos=Guillem+Paip%F3&email=hinwood-laretei%40addl.es&dni=54180440F&direccion=Infante+Juan+Manuel+S%2FN+5%3FA&ciudad=Canfranc&cp=26323&provincia=Baleares+%28Illes%29&ntc=9738066615220073&B1=Registrar,javascript,0,0,267,0,5,1,1.0,1.0,0.0,0.0
94c064cc,http://localhost:8080/tienda1/miembros/fotos.jsp,modo=registro&login=dre&password=caballillo&nombre=Tabar%E9&apellidos=Agra+Leuco&email=santini_baretto%40zarahealth.bm&dni=48714518N&direccion=C%2F+Encajeras%2C+40+4%3FF&ciudad=Sant+Mateu+de+Bages&cp=50615&provincia=Baleares+%28Illes%29&ntc=3720111017724174&B1=Registrar,javascript,0,0,270,0,5,1,1.0,1.0,0.0,0.0
a66ad5e7,http://localhost:8080/tienda1/publico/anadir.jsp,modo=registro&login=dre&password=caballillo&nombre=Tabar%E9&apellidos=Agra+Leuco&email=santini_baretto%40zarahealth.bm&dni=48714518N&direccion=C%2F+Encajeras%2C+40+4%3FF&ciudad=Sant+Mateu+de+Bages&cp=50615&provincia=Baleares+%28Illes%29&ntc=3720111017724174&B1=Registrar,javascript,0,0,270,0,5,1,1.0,1.0,0.0,0.0
59b32ef7,http://localhost:8080/tienda1/miembros/fotos.jsp,modo=registro&login=yount&password=74s0n2a3&nombre=Aser&apellidos=Milara+Kirkpatrick&email=gault-lovett%40lunch.com.ga&dni=20976629P&direccion=Av.+Don+Juan+De+Borbon%2C+S%2FN+&ciudad=Monegrillo&cp=09239&provincia=Baleares+%28Illes%29&ntc=7322226923121778&B1=Registrar,txt,0,0,267,0,5,0,1.0,1.0,0.0,0.0
7d29dcf6,http://localhost:8080/tienda1/miembros/fotos.jsp,modo=registro&login=vish&password=b44TiSTE%24rio&nombre=Malen&apellidos=Langellotti&email=lenihan.asanachinda%40hojainformativas.cf&dni=12269719R&direccion=C%2F+Estornino+S%2FN%2C+9F&ciudad=Portillo+de+Toledo&cp=40176&provincia=Toledo&ntc=6596687598913643&B1=Registrar,javascript,0,0,268,0,5,1,1.0,1.0,0.0,0.0
3d6bf2a8,http://localhost:8080/tienda1/miembros/fotos.jsp,modo=registro&login=tyler&password=Sa%3FBalErO&nombre=Didier&apellidos=Medel+Pujolriu&email=scely_prono%40tobarisch.de&dni=63375335P&direccion=C%2F+Leopoldo+Alas+%22clarin%22+4%2C+6%3FB&ciudad=Sant+Lloren%E7+de+la+Muga&cp=46712&provincia=Palencia&ntc=1693717556836495&B1=Registrar,javascript,0,0,280,0,5,1,1.0,1.0,0.0,0.0
d8ec0cc0,http://localhost:8080/tienda1/publico/vaciar.jsp,modo=registro&login=hache6&password=cotu3a&nombre=Gwendoline&apellidos=Rueda+Canuda&email=michalopoulos8%40aprendeaestudiar.vn&dni=47222830N&direccion=C%2F+Josep+Ametller+i+Vi%F1as%2C+93%2C+&ciudad=Albero+Bajo&cp=50227&provincia=Baleares+%28Illes%29&ntc=5292453383315406&B1=Registrar,javascript,0,0,283,0,5,1,1.0,1.0,0.0,0.0
3f30e6f7,http://localhost:8080/tienda1/publico/vaciar.jsp,modo=registro&login=bisad&password=c9r1ne75&nombre=Gaetano&apellidos=Cuellar+Reino&email=iwasaki%40chaqueta.com.asia&dni=36839675T&direccion=Praza+Francisco+Fernandez+Del+Riego%2C+131+&ciudad=Puente+la+Reina%2FGares&cp=25330&provincia=Baleares+%28Illes%29&ntc=0455475530257708&B1=Registrar,html,0,0,289,0,5,1,1.0,1.0,0.0,0.0
ba836351,http://localhost:8080/tienda1/publico/vaciar.jsp,modo=registro&login=kale&password=ab1orbencia&nombre=Noris&apellidos=Urkiaga&email=darcy%40google-movil.dz&dni=62145911A&direccion=C%2F+19+S%2FN%2C+9E&ciudad=Barrachina&cp=46145&provincia=Guip%FAzcoa&ntc=5070501276663711&B1=Registrar,javascript,0,0,233,0,5,1,1.0,1.0,0.0,0.0
31aad165,http://localhost:8080/tienda1/miembros/fotos.jsp,modo=registro&login=fickes&password=indiligencia&nombre=Victorico&apellidos=Novalbos+Illarraga&email=gottschlich_candy%40piaceredelivery.pk&dni=76156835V&direccion=C%2F+Ramos+Carrion%2C+S%2FN+2%3FH&ciudad=Campo+de+Mirra%2FCamp+de+Mirra%2C+el&cp=17467&provincia=Madrid&ntc=7774409448573763&B1=Registrar,javascript,0,0,301,0,5,1,1.0,1.0,0.0,0.0
718a8c05,http://localhost:8080/tienda1/miembros/fotos.jsp,modo=registro&login=poseidon6&password=pasote&nombre=Braian&apellidos=Porro&email=kristl%40voragolive.vn&dni=20061667D&direccion=C%2F+Torre+De+Romo+S%2FN+1F&ciudad=Gines&cp=21700&provincia=Alicante&ntc=1819477389412406&B1=Registrar,javascript,0,0,231,0,5,1,1.0,1.0,0.0,0.0
13c70961,http://localhost:8080/tienda1/publico/vaciar.jsp,modo=registro&login=florez&password=con10e4t2&nombre=Clovis&apellidos=Agote+Lledos&email=lemin%4011horas.mz&dni=84740483L&direccion=C%2F+San+Cristobal%2C+S%2FN+&ciudad=Machac%F3n&cp=20159&provincia=Le%F3n&ntc=3053383097473695&B1=Registrar,javascript,0,0,238,0,5,1,1.0,1.0,0.0,0.0
c9941f77,http://localhost:8080/tienda1/publico/vaciar.jsp,modo=registro&login=blount&password=sugeSto&nombre=Raian&apellidos=Suau&email=germain%40elcorteitaliano.cat&dni=78977050H&direccion=C%2F+De+La+Sabina%2C+S%2FN+8%3FB&ciudad=Betelu&cp=24224&provincia=Zamora&ntc=4761547357229973&B1=Registrar,txt,0,0,238,0,5,0,1.0,1.0,0.0,0.0
ca8f25fa,http://localhost:8080/tienda1/miembros/fotos.jsp,modo=registro&login=roi&password=coclea%21ria&nombre=Hasan&apellidos=Montmany&email=hundley%40evelin.com.pf&dni=79024359Q&direccion=C%2F+Elvas+112%2C+13-A&ciudad=Mart%EDn+de+Yeltes&cp=42113&provincia=Le%F3n&ntc=8787472125390389&B1=Registrar,javascript,0,0,240,0,5,1,1.0,1.0,0.0,0.0
34f3a642,http://localhost:8080/tienda1/miembros/fotos.jsp,modo=registro&login=cecile&password=hervidor&nombre=Ideimar&apellidos=Selles+Tanari&email=dac%40eonon.com.cy&dni=98058748L&direccion=C%2F+Alcazalquivir+S%2FN+&ciudad=Galbarros&cp=37718&provincia=Zaragoza&ntc=3153195738365975&B1=Registrar,javascript,0,0,237,0,5,1,1.0,1.0,0.0,0.0
b85987d3,http://localhost:8080/tienda1/publico/vaciar.jsp,modo=registro&login=pisani&password=carson&nombre=Mae&apellidos=Llambric+Acebron&email=sterland%40zingtonos.vg&dni=15819331T&direccion=C%2F+Irmans+Carro+S%2FN%2C+&ciudad=Go%F1i&cp=46529&provincia=Guadalajara&ntc=6162508820566713&B1=Registrar,javascript,0,0,241,0,5,1,1.0,1.0,0.0,0.0
efc30137,http://localhost:8080/tienda1/miembros/fotos.jsp,modo=registro&login=manda&password=preordinar&nombre=Agenor&apellidos=Escal%E9&email=shade%40bwds.name&dni=18178277C&direccion=C%2F+Venecia%2C+S%2FN%2C+&ciudad=Santa+Cruz+del+Comercio&cp=46317&provincia=Navarra&ntc=2492431748084200&B1=Registrar,javascript,0,0,244,0,5,1,1.0,1.0,0.0,0.0
bf05c6c1,http://localhost:8080/tienda1/publico/vaciar.jsp,modo=registro&login=natver&password=apoderado&nombre=Bienvenido&apellidos=Tonche+Mej%EDa&email=yepes%40enla.mg&dni=57955652E&direccion=C%2F+Montealegre+S%2FN%2C+9-B&ciudad=Realejos%2C+Los&cp=19192&provincia=%C1vila&ntc=1193655475933803&B1=Registrar,javascript,0,0,248,0,5,1,1.0,1.0,0.0,0.0
14bbeed8,http://localhost:8080/tienda1/publico/vaciar.jsp,modo=registro&login=bora&password=%217OnS6Je6aM4N2e&nombre=Samar&apellidos=Parra&email=peluffo1%40psicoencuentronline.va&dni=83475055M&direccion=C%2F+Borja+137+8%3FC&ciudad=Benisuera&cp=05458&provincia=C%E1ceres&ntc=1819477389412406&B1=Registrar,javascript,0,0,245,0,5,1,1.0,1.0,0.0,0.0
e9e1a98c,http://localhost:8080/tienda1/miembros/fotos.jsp,modo=registro&login=albea&password=04Ng3Na&nombre=Ideimar&apellidos=Penido+Maym%27o&email=ashida%40gaudio.my&dni=94409893E&direccion=C%2F+San+Ildefonso+106+10%3FH&ciudad=Campoo+de+Yuso&cp=09107&provincia=Madrid&ntc=6425495308772628&B1=Registrar,javascript,0,0,244,0,5,1,1.0,1.0,0.0,0.0
5d26e5af,http://localhost:8080/tienda1/publico/vaciar.jsp,modo=registro&login=elane&password=agraviamiento&nombre=Canaan&apellidos=Al%EDs+Pinart&email=nowack%40softwaresaas.bm&dni=45253141C&direccion=C%2F+Buenos+Aires+S%2FN+6%3FB&ciudad=Mieres&cp=15008&provincia=Almer%EDa&ntc=7410007052744340&B1=Registrar,javascript,0,0,248,0,5,1,1.0,1.0,0.0,0.0
122addaa,http://localhost:8080/tienda1/publico/vaciar.jsp,modo=registro&login=hoehn&password=6ESTIla%24tORiO&nombre=Mahonri&apellidos=Cunat+Amenta&email=roco%40forohh.ge&dni=69346006V&direccion=Plaza+Luis+Pombo%2C+S%2FN+9%3FG&ciudad=Baix+Pallars&cp=43761&provincia=Lleida&ntc=9176775896982100&B1=Registrar,txt,0,0,247,0,5,0,1.0,1.0,0.0,0.0
e790d7c1,http://localhost:8080/tienda1/publico/vaciar.jsp,modo=registro&login=erda5&password=moriego&nombre=Iago&apellidos=Claros+Lafragueta&email=moore%40hotelesymas.ar&dni=12001090N&direccion=C%2F+La+Haya%2C+109+13-D&ciudad=Corbera+d%27Ebre&cp=10260&provincia=Badajoz&ntc=3006162765919932&B1=Registrar,html,0,0,245,0,5,1,1.0,1.0,0.0,0.0
4f8e3c2d,http://localhost:8080/tienda1/publico/vaciar.jsp,modo=registro&login=staggs&password=Gorr%D3%21N&nombre=Alidia&apellidos=Orbegoso&email=damia%40elgrancolisionadordehadrones.es&dni=59560161M&direccion=Cruz+Nueva%2C+S%2FN+5-C&ciudad=Litago&cp=22320&provincia=Huelva&ntc=2678503703599908&B1=Registrar,javascript,0,0,248,0,5,1,1.0,1.0,0.0,0.0
9fc47ff6,http://localhost:8080/tienda1/miembros/fotos.jsp,modo=registro&login=brewton&password=tr2cad4&nombre=Stahel&apellidos=Soule+Terraza&email=pusit%40marketingmunicipal.ro&dni=52218392C&direccion=C%2F+Los+Granados+S%2FN+13-A&ciudad=Aduna&cp=03814&provincia=Teruel&ntc=9758111869432578&B1=Registrar,javascript,0,0,244,0,5,1,1.0,1.0,0.0,0.0
46577a44,http://localhost:8080/tienda1/publico/vaciar.jsp,modo=registro&login=wernher&password=e%2457ct918Ena&nombre=Zulaica&apellidos=Menchaca&email=lemoine5%40informatica2009.zr&dni=97531792Q&direccion=C%2F+Florida+162+1-F&ciudad=Terrateig&cp=22001&provincia=Alicante&ntc=8264568534946529&B1=Registrar,html,0,0,245,0,5,1,1.0,1.0,0.0,0.0
2471b249,http://localhost:8080/tienda1/miembros/fotos.jsp,modo=registro&login=pomeroy5&password=C5fRA98&nombre=Bonifacio&apellidos=Iranzo&email=wyle%40designworld.us&dni=88356550A&direccion=C%2F+Ca+N%27alzina%2C+80%2C+6-B&ciudad=Requena+de+Campos&cp=45110&provincia=Granada&ntc=8995996565558024&B1=Registrar,txt,0,0,249,0,5,0,1.0,1.0,0.0,0.0
f3523e53,http://localhost:8080/tienda1/publico/vaciar.jsp,modo=registro&login=shoemake&password=r%E13i8a83nt1&nombre=HuayraRuna&apellidos=Masip&email=bernay3%40la-sexta-f1.mm&dni=19552581M&direccion=C%2F+Iglesia%2C+S%2FN+11%3FF&ciudad=Benalm%E1dena&cp=05357&provincia=Salamanca&ntc=3274173205988985&B1=Registrar,javascript,0,0,253,0,5,1,1.0,1.0,0.0,0.0
33e67f72,http://localhost:8080/tienda1/publico/vaciar.jsp,modo=registro&login=doris&password=pu6ue97&nombre=Wanda&apellidos=Bergad%E0+Faix%F3&email=sibirskaia%40euskalcasino.es&dni=72367579B&direccion=C%2F+Lope+De+Rueda+S%2FN%2C+9-F&ciudad=Alc%F3ntar&cp=34259&provincia=Segovia&ntc=1721278325772936&B1=Registrar,javascript,0,0,253,0,5,1,1.0,1.0,0.0,0.0
b715a407,http://localhost:8080/tienda1/publico/vaciar.jsp,modo=registro&login=wernher&password=e%2457ct918Ena&nombre=Zulaica&apellidos=Menchaca&email=lemoine5%40informatica2009.zr&dni=97531792Q&direccion=C%2F+Florida+162+1-F&ciudad=Terrateig&cp=22001&provincia=Alicante&ntc=8264568534946529&B1=Registrar,html,0,0,245,0,5,1,1.0,1.0,0.0,0.0
a001ade0,http://localhost:8080/tienda1/publico/anadir.jsp,modo=registro&login=pomeroy5&password=C5fRA98&nombre=Bonifacio&apellidos=Iranzo&email=wyle%40designworld.us&dni=88356550A&direccion=C%2F+Ca+N%27alzina%2C+80%2C+6-B&ciudad=Requena+de+Campos&cp=45110&provincia=Granada&ntc=8995996565558024&B1=Registrar,txt,0,0,249,0,5,0,1.0,1.0,0.0,0.0
ad76e2a6,http://localhost:8080/tienda1/miembros/fotos.jsp,modo=registro&login=rosche7&password=ber269U31a&nombre=Veneranda&apellidos=Ibero+Saborit&email=taneda%40ajuntamentdebcn20.be&dni=27415264T&direccion=C%2F+1+Sur+S%2FN+12%3FG&ciudad=Millana&cp=44366&provincia=Navarra&ntc=3796618492569421&B1=Registrar,javascript,0,0,248,0,5,1,1.0,1.0,0.0,0.0
6569bec2,http://localhost:8080/tienda1/miembros/fotos.jsp,modo=registro&login=kaluzny3&password=506cA&nombre=Herodes&apellidos=Buitrago+Pontigo&email=chistiakov%40zytechwind.ke&dni=87811832V&direccion=C%2F+De+Pedro+Vidal+S%2FN%2C+11D&ciudad=A%F1ana&cp=18300&provincia=Huelva&ntc=7024918540973284&B1=Registrar,javascript,0,0,250,0,5,1,1.0,1.0,0.0,0.0
e049350d,http://localhost:8080/tienda1/miembros/fotos.jsp,modo=registro&login=bolly&password=pintarrajar&nombre=Gontr%E1n&apellidos=Tanquia+Jepus&email=mccollon%40irmedia.ca&dni=38507707A&direccion=C%2F+Costa+i+Llobera+83+&ciudad=Corbera+d%27Ebre&cp=18339&provincia=Madrid&ntc=3820743619643877&B1=Registrar,javascript,0,0,248,0,5,1,1.0,1.0,0.0,0.0
39bda330,http://localhost:8080/tienda1/publico/vaciar.jsp,modo=registro&login=consalve&password=c406l2n5&nombre=Fabrizio&apellidos=Masferr%E9+Massan%E9s&email=kunneke%40storagecraft.nz&dni=89740217J&direccion=C%2F+Gravina%2C+S%2FN+&ciudad=Ig%FAzquiza&cp=17867&provincia=Alicante&ntc=6453670410602968&B1=Registrar,javascript,0,0,254,0,5,1,1.0,1.0,0.0,0.0
4c9da90b,http://localhost:8080/tienda1/publico/anadir.jsp,modo=registro&login=rosche7&password=ber269U31a&nombre=Veneranda&apellidos=Ibero+Saborit&email=taneda%40ajuntamentdebcn20.be&dni=27415264T&direccion=C%2F+1+Sur+S%2FN+12%3FG&ciudad=Millana&cp=44366&provincia=Navarra&ntc=3796618492569421&B1=Registrar,javascript,0,0,248,0,5,1,1.0,1.0,0.0,0.0
503bd40d,http://localhost:8080/tienda1/miembros/fotos.jsp,modo=registro&login=silvie&password=metac%E9ntrico&nombre=Tel%E9sfora&apellidos=Pao+Villalobos&email=soldati%40legami.so&dni=96399738E&direccion=C%2F+Padre+Francisco+S%2FN%2C+&ciudad=Alfafara&cp=29380&provincia=La+Rioja&ntc=1246947052735749&B1=Registrar,javascript,0,0,253,0,5,1,1.0,1.0,0.0,0.0
9a36ec77,http://localhost:8080/tienda1/miembros/fotos.jsp,modo=registro&login=ichizen&password=liMaco&nombre=Salom%E9&apellidos=Slaibe+Hipolit&email=ekezian-wohlfeiler%40cirugiaalbeiteria.lv&dni=86168713H&direccion=C%2F+L%27+Or%2C+125+&ciudad=Benifl%E1&cp=23710&provincia=Burgos&ntc=4844031303966042&B1=Registrar,javascript,0,0,254,0,5,1,1.0,1.0,0.0,0.0
a898e975,http://localhost:8080/tienda1/miembros/fotos.jsp,modo=registro&login=combee&password=6A0j19o&nombre=Arnaldo&apellidos=Ayca+Mol%E9s&email=nelson%40coreserv.cf&dni=79277536D&direccion=Travesia+Del+Mercado%2C+S%2FN%2C+&ciudad=L%F3nguida%2FLongida&cp=25723&provincia=Alicante&ntc=1606552249491882&B1=Registrar,javascript,0,0,256,0,5,1,1.0,1.0,0.0,0.0
5ec334e4,http://localhost:8080/tienda1/publico/vaciar.jsp,modo=registro&login=sadeghi&password=r4a8e3a&nombre=Luj%E1n&apellidos=Gelde+Pajares&email=dante%40opticaweb.mobi&dni=51804577K&direccion=C%2F+Alfonso+De+Armas+Ayala+S%2FN%2C+&ciudad=Barbalos&cp=22200&provincia=Alicante&ntc=2781714156257998&B1=Registrar,javascript,0,0,252,0,5,1,1.0,1.0,0.0,0.0
4753eafe,http://localhost:8080/tienda1/miembros/fotos.jsp,modo=registro&login=gunderso&password=a089ar&nombre=Neisy&apellidos=O%27Kinghtons+Camarena&email=roldan%40intelethernet.gl&dni=98850097F&direccion=C%2F+Moncayo%2C+36%2C+10-D&ciudad=Bisaurri&cp=48450&provincia=Tarragona&ntc=0288508062311799&B1=Registrar,javascript,0,0,252,0,5,1,1.0,1.0,0.0,0.0
b9b09295,http://localhost:8080/tienda1/publico/vaciar.jsp,modo=registro&login=maryrose&password=1342i3&nombre=Cris%F3logo&apellidos=Santidrian+Rexach&email=raush.runyon%40discoteatre.fk&dni=11615910J&direccion=C%2F+Reval+S%2FN%2C+13-H&ciudad=Pe%F1afiel&cp=47639&provincia=C%E1ceres&ntc=4514955608621300&B1=Registrar,javascript,0,0,257,0,5,1,1.0,1.0,0.0,0.0
e1863455,http://localhost:8080/tienda1/miembros/fotos.jsp,modo=registro&login=stanleig&password=valvuLAr&nombre=Samanta&apellidos=Comalada&email=sicotte%40sevach.yu&dni=47901295T&direccion=C%2F+La+Magdalena+187%2C+&ciudad=Castell-Platja+d%27Aro&cp=46837&provincia=Guadalajara&ntc=6716283137486863&B1=Registrar,txt,0,0,251,0,5,0,1.0,1.0,0.0,0.0
